state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Maharashtra,Nashik,2025-10,3235,57195,60430,134136
Maharashtra,Nashik,2025-11,5625,128511,134136,33812
Maharashtra,Palghar,2025-04,280,1635,1915,9362
Maharashtra,Palghar,2025-05,662,8700,9362,2242
Maharashtra,Palghar,2025-06,514,1728,2242,6453
Maharashtra,Palghar,2025-07,1217,5236,6453,33343
Maharashtra,Palghar,2025-09,3255,30088,33343,21745
Maharashtra,Palghar,2025-10,1788,19957,21745,42749
Maharashtra,Palghar,2025-11,3056,39693,42749,14611
Maharashtra,Parbhani,2025-03,68,0,68,1366
Maharashtra,Parbhani,2025-04,161,1205,1366,4969
Maharashtra,Parbhani,2025-05,547,4422,4969,30190
Maharashtra,Parbhani,2025-09,2086,28104,30190,33156
Maharashtra,Parbhani,2025-10,1397,31759,33156,61709
Maharashtra,Parbhani,2025-11,1796,59913,61709,9295
Maharashtra,Pune,2025-04,69,489,558,4572
Maharashtra,Pune,2025-05,486,4086,4572,1624
Maharashtra,Pune,2025-06,236,1388,1624,41124
Maharashtra,Pune,2025-07,6504,34620,41124,98015
Maharashtra,Pune,2025-09,8727,89288,98015,70963
Maharashtra,Pune,2025-10,5850,65113,70963,134020
Maharashtra,Pune,2025-11,9315,124705,134020,49032
Maharashtra,Raigad,2025-04,335,2864,3199,1742
Maharashtra,Raigad,2025-07,1166,576,1742,29342
Maharashtra,Raigad,2025-09,2833,26509,29342,22227
Maharashtra,Raigad,2025-10,1671,20556,22227,39476
Maharashtra,Raigad,2025-11,2366,37110,39476,11400
Maharashtra,Ratnagiri,2025-09,843,13173,14016,12228
Maharashtra,Ratnagiri,2025-10,679,11549,12228,20177
Maharashtra,Ratnagiri,2025-11,875,19302,20177,4711
Maharashtra,Sangli,2025-05,225,1828,2053,2371
Maharashtra,Sangli,2025-06,356,2015,2371,7399
Maharashtra,Sangli,2025-07,1594,5805,7399,33838
Maharashtra,Sangli,2025-09,2343,31495,33838,16679
Maharashtra,Sangli,2025-10,1132,15547,16679,44341
Maharashtra,Sangli,2025-11,1780,42561,44341,10453
Maharashtra,Satara,2025-04,236,1720,1956,1733
Maharashtra,Satara,2025-05,192,1541,1733,1535
Maharashtra,Satara,2025-06,201,1334,1535,2046
Maharashtra,Satara,2025-07,459,1587,2046,30300
Maharashtra,Satara,2025-09,1494,28806,30300,16822
Maharashtra,Satara,2025-10,1078,15744,16822,33774
Maharashtra,Satara,2025-11,1686,32088,33774,10626
Maharashtra,Sindhudurg,2025-09,391,3660,4051,3771
Maharashtra,Sindhudurg,2025-10,260,3511,3771,8120
Maharashtra,Sindhudurg,2025-11,543,7577,8120,1538
Maharashtra,Solapur,2025-04,660,3823,4483,5837
Maharashtra,Solapur,2025-05,621,5216,5837,2817
Maharashtra,Solapur,2025-07,561,2256,2817,55764
Maharashtra,Solapur,2025-09,3789,51975,55764,36069
Maharashtra,Solapur,2025-10,2149,33920,36069,109035
Maharashtra,Solapur,2025-11,3653,105382,109035,20819
Maharashtra,Thane,2025-03,47,0,47,32327
Maharashtra,Thane,2025-04,3434,28893,32327,30543
Maharashtra,Thane,2025-05,2332,28211,30543,57804
Maharashtra,Thane,2025-06,5957,51847,57804,51289
Maharashtra,Thane,2025-07,8042,43247,51289,99511
Maharashtra,Thane,2025-09,9726,89785,99511,81623
Maharashtra,Thane,2025-10,5849,75774,81623,146720
Maharashtra,Thane,2025-11,9801,136919,146720,42825
Maharashtra,Wardha,2025-09,818,14506,15324,12576
Maharashtra,Wardha,2025-10,365,12211,12576,22050
Maharashtra,Wardha,2025-11,462,21588,22050,6040
Maharashtra,Washim,2025-05,228,2170,2398,3408
Maharashtra,Washim,2025-07,457,2951,3408,20924
Maharashtra,Washim,2025-09,944,19980,20924,15466
Maharashtra,Washim,2025-10,567,14899,15466,34611
Maharashtra,Washim,2025-11,630,33981,34611,7898
Maharashtra,Yavatmal,2025-05,383,4099,4482,9207
Maharashtra,Yavatmal,2025-07,1302,7905,9207,50070
Maharashtra,Yavatmal,2025-09,2592,47478,50070,44015
Maharashtra,Yavatmal,2025-10,1351,42664,44015,89021
Maharashtra,Yavatmal,2025-11,1328,87693,89021,16956
Manipur,Bishnupur,2025-05,185,1121,1306,6399
Manipur,Bishnupur,2025-09,357,6042,6399,14088
Manipur,Bishnupur,2025-10,241,13847,14088,15595
Manipur,Bishnupur,2025-11,319,15276,15595,1205
Manipur,Chandel,2025-09,362,716,1078,1917
Manipur,Chandel,2025-10,148,1769,1917,2793
Manipur,Chandel,2025-11,189,2604,2793,274
Manipur,Churachandpur,2025-04,632,1136,1768,1451
Manipur,Churachandpur,2025-06,603,848,1451,3772
Manipur,Churachandpur,2025-07,1626,2146,3772,3146
Manipur,Churachandpur,2025-09,711,2435,3146,6206
Manipur,Churachandpur,2025-10,528,5678,6206,7920
Manipur,Churachandpur,2025-11,554,7366,7920,755
Manipur,Imphal East,2025-09,331,4971,5302,12694
Manipur,Imphal East,2025-10,342,12352,12694,26446
Manipur,Imphal East,2025-11,389,26057,26446,3584
Manipur,Imphal West,2025-05,106,723,829,5808
Manipur,Imphal West,2025-09,334,5474,5808,8515
Manipur,Imphal West,2025-10,286,8229,8515,31425
Manipur,Imphal West,2025-11,447,30978,31425,2898
Manipur,Jiribam,2025-09,49,306,355,687
Manipur,Jiribam,2025-10,65,622,687,286
Manipur,Jiribam,2025-11,51,235,286,54
Manipur,Kakching,2025-09,41,470,511,437
Manipur,Kakching,2025-10,26,411,437,499
Manipur,Kakching,2025-11,38,461,499,168
Manipur,Pherzawl,2025-09,7,0,7,1
Manipur,Pherzawl,2025-10,1,0,1,1
Manipur,Pherzawl,2025-11,1,0,1,16
Manipur,Senapati,2025-09,602,2207,2809,4937
Manipur,Senapati,2025-10,451,4486,4937,6394
Manipur,Senapati,2025-11,452,5942,6394,554
Manipur,Tamenglong,2025-09,310,832,1142,2610
Manipur,Tamenglong,2025-10,322,2288,2610,4018
Manipur,Tamenglong,2025-11,322,3696,4018,263
Manipur,Thoubal,2025-09,332,9058,9390,11321
Manipur,Thoubal,2025-10,255,11066,11321,26536
Manipur,Thoubal,2025-11,425,26111,26536,5836
Manipur,Ukhrul,2025-09,262,1383,1645,2373
Manipur,Ukhrul,2025-10,257,2116,2373,9355
Manipur,Ukhrul,2025-11,364,8991,9355,304
Meghalaya,East Garo Hills,2025-04,1908,384,2292,1360
Meghalaya,East Garo Hills,2025-05,895,465,1360,1240
Meghalaya,East Garo Hills,2025-06,880,360,1240,1437
Meghalaya,East Garo Hills,2025-07,1066,371,1437,2238
Meghalaya,East Garo Hills,2025-09,851,1387,2238,916
Meghalaya,East Garo Hills,2025-10,263,653,916,729
Meghalaya,East Garo Hills,2025-11,276,453,729,40
Meghalaya,East Jaintia Hills,2025-04,1482,298,1780,897
Meghalaya,East Jaintia Hills,2025-05,629,268,897,978
Meghalaya,East Jaintia Hills,2025-06,818,160,978,1668
Meghalaya,East Jaintia Hills,2025-07,1287,381,1668,1325
Meghalaya,East Jaintia Hills,2025-09,468,857,1325,1153
Meghalaya,East Jaintia Hills,2025-10,246,907,1153,889
Meghalaya,East Jaintia Hills,2025-11,266,623,889,98
Meghalaya,East Khasi Hills,2025-03,300,0,300,10759
Meghalaya,East Khasi Hills,2025-04,7798,2961,10759,7078
Meghalaya,East Khasi Hills,2025-05,4894,2184,7078,4533
Meghalaya,East Khasi Hills,2025-06,3140,1393,4533,9609
Meghalaya,East Khasi Hills,2025-07,6586,3023,9609,6980
Meghalaya,East Khasi Hills,2025-09,2539,4441,6980,5039
Meghalaya,East Khasi Hills,2025-10,1689,3350,5039,5001
Meghalaya,East Khasi Hills,2025-11,2163,2838,5001,837
Meghalaya,Eastern West Khasi Hills,2025-09,116,68,184,103
Meghalaya,Eastern West Khasi Hills,2025-10,66,37,103,70
Meghalaya,Eastern West Khasi Hills,2025-11,46,24,70,603
Meghalaya,North Garo Hills,2025-04,1495,207,1702,375
Meghalaya,North Garo Hills,2025-05,324,51,375,286
Meghalaya,North Garo Hills,2025-07,244,42,286,1361
Meghalaya,North Garo Hills,2025-09,509,852,1361,633
Meghalaya,North Garo Hills,2025-10,178,455,633,474
Meghalaya,North Garo Hills,2025-11,221,253,474,237
Meghalaya,Ri Bhoi,2025-03,67,0,67,2782
Meghalaya,Ri Bhoi,2025-04,2333,449,2782,2054
Meghalaya,Ri Bhoi,2025-05,1609,445,2054,1014
Meghalaya,Ri Bhoi,2025-06,783,231,1014,2978
Meghalaya,Ri Bhoi,2025-07,2424,554,2978,2828
Meghalaya,Ri Bhoi,2025-09,928,1900,2828,2314
Meghalaya,Ri Bhoi,2025-10,527,1787,2314,1804
Meghalaya,Ri Bhoi,2025-11,803,1001,1804,299
Meghalaya,South Garo Hills,2025-04,1418,279,1697,866
Meghalaya,South Garo Hills,2025-05,685,181,866,597
Meghalaya,South Garo Hills,2025-06,551,46,597,548
Meghalaya,South Garo Hills,2025-07,486,62,548,1347
Meghalaya,South Garo Hills,2025-09,760,587,1347,729
Meghalaya,South Garo Hills,2025-10,302,427,729,699
Meghalaya,South Garo Hills,2025-11,383,316,699,18
Meghalaya,South West Garo Hills,2025-04,1775,597,2372,1320
Meghalaya,South West Garo Hills,2025-05,799,521,1320,867
Meghalaya,South West Garo Hills,2025-06,618,249,867,1164
Meghalaya,South West Garo Hills,2025-07,815,349,1164,2028
Meghalaya,South West Garo Hills,2025-09,553,1475,2028,1976
Meghalaya,South West Garo Hills,2025-10,245,1731,1976,1354
Meghalaya,South West Garo Hills,2025-11,228,1126,1354,156
Meghalaya,South West Khasi Hills,2025-04,988,407,1395,1011
Meghalaya,South West Khasi Hills,2025-05,527,484,1011,576
Meghalaya,South West Khasi Hills,2025-06,384,192,576,1027
Meghalaya,South West Khasi Hills,2025-07,746,281,1027,864
Meghalaya,South West Khasi Hills,2025-09,270,594,864,754
Meghalaya,South West Khasi Hills,2025-10,183,571,754,1157
Meghalaya,South West Khasi Hills,2025-11,398,759,1157,93
Meghalaya,West Garo Hills,2025-04,3703,4274,7977,7197
Meghalaya,West Garo Hills,2025-05,2385,4812,7197,8177
Meghalaya,West Garo Hills,2025-06,2367,5810,8177,11056
Meghalaya,West Garo Hills,2025-07,4297,6759,11056,6020
Meghalaya,West Garo Hills,2025-09,1242,4778,6020,4382
Meghalaya,West Garo Hills,2025-10,947,3435,4382,4575
Meghalaya,West Garo Hills,2025-11,1211,3364,4575,614
Meghalaya,West Jaintia Hills,2025-03,510,0,510,3765
Meghalaya,West Jaintia Hills,2025-04,2917,848,3765,2829
Meghalaya,West Jaintia Hills,2025-05,2201,628,2829,2379
Meghalaya,West Jaintia Hills,2025-06,1843,536,2379,2940
Meghalaya,West Jaintia Hills,2025-07,2196,744,2940,2337
Meghalaya,West Jaintia Hills,2025-09,1014,1323,2337,1949
Meghalaya,West Jaintia Hills,2025-10,429,1520,1949,1212
Meghalaya,West Jaintia Hills,2025-11,552,660,1212,436
Meghalaya,West Khasi Hills,2025-03,673,0,673,5600
Meghalaya,West Khasi Hills,2025-04,4695,905,5600,3137
Meghalaya,West Khasi Hills,2025-05,2432,705,3137,2859
Meghalaya,West Khasi Hills,2025-06,2177,682,2859,4727
Meghalaya,West Khasi Hills,2025-07,3619,1108,4727,3549
Meghalaya,West Khasi Hills,2025-09,1213,2336,3549,2356
Meghalaya,West Khasi Hills,2025-10,761,1595,2356,1771
Meghalaya,West Khasi Hills,2025-11,502,1269,1771,227
Mizoram,Aizawl,2025-09,394,3109,3503,3535
Mizoram,Aizawl,2025-10,367,3168,3535,2145
Mizoram,Aizawl,2025-11,378,1767,2145,174
Mizoram,Champhai,2025-04,368,1573,1941,2418
Mizoram,Champhai,2025-06,276,2142,2418,488
Mizoram,Champhai,2025-07,172,316,488,1274
Mizoram,Champhai,2025-09,168,1106,1274,1050
Mizoram,Champhai,2025-10,215,835,1050,818
Mizoram,Champhai,2025-11,164,654,818,107
Mizoram,Hnahthial,2025-09,2,2,4,2
Mizoram,Khawzawl,2025-09,7,2,9,24
Mizoram,Khawzawl,2025-10,21,3,24,14
Mizoram,Khawzawl,2025-11,7,7,14,1
Mizoram,Kolasib,2025-07,85,220,305,456
Mizoram,Kolasib,2025-09,83,373,456,596
Mizoram,Kolasib,2025-10,63,533,596,341
Mizoram,Kolasib,2025-11,61,280,341,47
Mizoram,Lawngtlai,2025-05,371,886,1257,1325
Mizoram,Lawngtlai,2025-06,173,1152,1325,1026
Mizoram,Lawngtlai,2025-07,330,696,1026,1904
Mizoram,Lawngtlai,2025-09,297,1607,1904,582
Mizoram,Lawngtlai,2025-10,115,467,582,968
Mizoram,Lawngtlai,2025-11,217,751,968,575
Mizoram,Lunglei,2025-05,183,783,966,135
Mizoram,Lunglei,2025-07,135,0,135,630
Mizoram,Lunglei,2025-09,103,527,630,767
Mizoram,Lunglei,2025-10,116,651,767,872
Mizoram,Lunglei,2025-11,200,672,872,83
Mizoram,Mamit,2025-09,60,195,255,360
Mizoram,Mamit,2025-10,55,305,360,192
Mizoram,Mamit,2025-11,61,131,192,30
Mizoram,Mammit,2025-09,19,40,59,170
Mizoram,Mammit,2025-10,28,142,170,71
Mizoram,Mammit,2025-11,30,41,71,12
Mizoram,Saiha,2025-05,183,303,486,311
Mizoram,Saiha,2025-07,153,158,311,588
Mizoram,Saiha,2025-09,159,429,588,595
Mizoram,Saiha,2025-10,82,513,595,343
Mizoram,Saiha,2025-11,67,276,343,80
Mizoram,Saitual,2025-09,1,0,1,7
Mizoram,Saitual,2025-10,6,1,7,8
Mizoram,Saitual,2025-11,3,5,8,2
Mizoram,Serchhip,2025-09,52,453,505,240
Mizoram,Serchhip,2025-10,30,210,240,131
Mizoram,Serchhip,2025-11,24,107,131,14
Nagaland,Chumukedima,2025-04,86,38,124,120
Nagaland,Chumukedima,2025-09,39,81,120,93
Nagaland,Chumukedima,2025-10,19,74,93,135
Nagaland,Chumukedima,2025-11,32,103,135,30
Nagaland,Dimapur,2025-04,783,1448,2231,1622
Nagaland,Dimapur,2025-05,384,1238,1622,1776
Nagaland,Dimapur,2025-06,377,1399,1776,3026
Nagaland,Dimapur,2025-07,784,2242,3026,3061
Nagaland,Dimapur,2025-09,372,2689,3061,3290
Nagaland,Dimapur,2025-10,284,3006,3290,3665
Nagaland,Dimapur,2025-11,251,3414,3665,352
Nagaland,Kiphire,2025-07,305,480,785,957
Nagaland,Kiphire,2025-09,203,754,957,1040
Nagaland,Kiphire,2025-10,239,801,1040,664
Nagaland,Kiphire,2025-11,188,476,664,85
Nagaland,Kohima,2025-04,646,1265,1911,1166
Nagaland,Kohima,2025-07,239,927,1166,2086
Nagaland,Kohima,2025-09,412,1674,2086,1562
Nagaland,Kohima,2025-10,219,1343,1562,975
Nagaland,Kohima,2025-11,152,823,975,144
Nagaland,Longleng,2025-04,369,248,617,834
Nagaland,Longleng,2025-07,351,483,834,399
Nagaland,Longleng,2025-09,110,289,399,257
Nagaland,Longleng,2025-10,24,233,257,128
Nagaland,Longleng,2025-11,31,97,128,38
Nagaland,Meluri,2025-09,4,24,28,15
Nagaland,Meluri,2025-10,5,10,15,162
Nagaland,Mokokchung,2025-07,220,707,927,1318
Nagaland,Mokokchung,2025-09,143,1175,1318,1008
Nagaland,Mokokchung,2025-10,80,928,1008,567
Nagaland,Mokokchung,2025-11,57,510,567,65
Nagaland,Mon,2025-06,174,524,698,2771
Nagaland,Mon,2025-07,1003,1768,2771,2150
Nagaland,Mon,2025-09,429,1721,2150,3170
Nagaland,Mon,2025-10,446,2724,3170,2366
Nagaland,Mon,2025-11,263,2103,2366,252
Nagaland,Niuland,2025-09,16,9,25,29
Nagaland,Niuland,2025-10,11,18,29,3
Nagaland,Niuland,2025-11,3,0,3,1
Nagaland,Noklak,2025-04,128,95,223,124
Nagaland,Noklak,2025-09,29,95,124,254
Nagaland,Noklak,2025-10,90,164,254,291
Nagaland,Noklak,2025-11,124,167,291,68
Nagaland,Peren,2025-04,544,460,1004,793
Nagaland,Peren,2025-05,282,511,793,551
Nagaland,Peren,2025-06,188,363,551,459
Nagaland,Peren,2025-07,159,300,459,803
Nagaland,Peren,2025-09,175,628,803,890
Nagaland,Peren,2025-10,105,785,890,348
Nagaland,Peren,2025-11,42,306,348,23
Nagaland,Phek,2025-04,447,877,1324,1134
Nagaland,Phek,2025-09,254,880,1134,1183
Nagaland,Phek,2025-10,234,949,1183,510
Nagaland,Phek,2025-11,180,330,510,18
Nagaland,Shamator,2025-09,161,100,261,121
Nagaland,Shamator,2025-10,40,81,121,92
Nagaland,Shamator,2025-11,41,51,92,48
Nagaland,Tseminyu,2025-09,9,9,18,33
Nagaland,Tseminyu,2025-10,15,18,33,14
Nagaland,Tseminyu,2025-11,10,4,14,2
Nagaland,Tuensang,2025-04,503,732,1235,1366
Nagaland,Tuensang,2025-07,511,855,1366,1337
Nagaland,Tuensang,2025-09,256,1081,1337,1630
Nagaland,Tuensang,2025-10,192,1438,1630,1130
Nagaland,Tuensang,2025-11,168,962,1130,182
Nagaland,Wokha,2025-07,248,917,1165,1016
Nagaland,Wokha,2025-09,250,766,1016,725
Nagaland,Wokha,2025-10,57,668,725,476
Nagaland,Wokha,2025-11,47,429,476,128
Nagaland,Zunheboto,2025-07,349,780,1129,1364
Nagaland,Zunheboto,2025-09,155,1209,1364,887
Nagaland,Zunheboto,2025-10,188,699,887,788
Nagaland,Zunheboto,2025-11,120,668,788,95
Odisha,Anugul,2025-09,1683,11293,12976,8082
Odisha,Anugul,2025-10,546,7536,8082,6507
Odisha,Anugul,2025-11,771,5736,6507,4039
Odisha,Balangir,2025-09,2641,13371,16012,13715
Odisha,Balangir,2025-10,1349,12366,13715,10698
Odisha,Balangir,2025-11,1252,9446,10698,5227
Odisha,Balasore,2025-09,3554,15775,19329,16643
Odisha,Balasore,2025-10,1820,14823,16643,13788
Odisha,Balasore,2025-11,1793,11995,13788,4992
Odisha,Bargarh,2025-09,2439,12972,15411,13649
Odisha,Bargarh,2025-10,1266,12383,13649,11788
Odisha,Bargarh,2025-11,1211,10577,11788,5152
Odisha,Bhadrak,2025-09,2444,15133,17577,11165
Odisha,Bhadrak,2025-10,1208,9957,11165,10029
Odisha,Bhadrak,2025-11,1252,8777,10029,3621
Odisha,Boudh,2025-09,789,4076,4865,4726
Odisha,Boudh,2025-10,396,4330,4726,2790
Odisha,Boudh,2025-11,331,2459,2790,1559
Odisha,Cuttack,2025-09,2441,15988,18429,11845
Odisha,Cuttack,2025-10,1213,10632,11845,10447
Odisha,Cuttack,2025-11,1284,9163,10447,5797
Odisha,Debagarh,2025-09,382,2577,2959,2323
Odisha,Debagarh,2025-10,175,2148,2323,1876
Odisha,Debagarh,2025-11,159,1717,1876,1186
Odisha,Dhenkanal,2025-09,1486,10894,12380,9406
Odisha,Dhenkanal,2025-10,582,8824,9406,7012
Odisha,Dhenkanal,2025-11,581,6431,7012,3894
Odisha,Gajapati,2025-09,1092,7351,8443,7225
Odisha,Gajapati,2025-10,388,6837,7225,6017
Odisha,Gajapati,2025-11,539,5478,6017,1488
Odisha,Ganjam,2025-09,3266,20759,24025,20131
Odisha,Ganjam,2025-10,1836,18295,20131,21994
Odisha,Ganjam,2025-11,2446,19548,21994,9549
Odisha,Jagatsinghapur,2025-09,954,4691,5645,6877
Odisha,Jagatsinghapur,2025-10,1334,5543,6877,6242
Odisha,Jagatsinghapur,2025-11,745,5497,6242,2124
Odisha,Jagatsinghpur,2025-09,225,1177,1402,1426
Odisha,Jagatsinghpur,2025-10,248,1178,1426,1248
Odisha,Jagatsinghpur,2025-11,177,1071,1248,389
Odisha,Jajapur,2025-09,1138,6949,8087,5176
Odisha,Jajapur,2025-10,602,4574,5176,5787
Odisha,Jajapur,2025-11,746,5041,5787,2340
Odisha,Jajpur,2025-09,1018,4676,5694,3043
Odisha,Jajpur,2025-10,522,2521,3043,3298
Odisha,Jajpur,2025-11,791,2507,3298,1658
Odisha,Jharsuguda,2025-09,491,3181,3672,2833
Odisha,Jharsuguda,2025-10,306,2527,2833,3267
Odisha,Jharsuguda,2025-11,341,2926,3267,977
Odisha,Kalahandi,2025-09,2368,17850,20218,12766
Odisha,Kalahandi,2025-10,1146,11620,12766,10160
Odisha,Kalahandi,2025-11,1017,9143,10160,3521
Odisha,Kandhamal,2025-09,1729,9308,11037,7767
Odisha,Kandhamal,2025-10,601,7166,7767,6055
Odisha,Kandhamal,2025-11,721,5334,6055,2115
Odisha,Kendrapara,2025-09,1761,10960,12721,9498
Odisha,Kendrapara,2025-10,861,8637,9498,9846
Odisha,Kendrapara,2025-11,958,8888,9846,4348
Odisha,Kendujhar,2025-09,2656,15575,18231,10745
Odisha,Kendujhar,2025-10,958,9787,10745,9430
Odisha,Kendujhar,2025-11,1081,8349,9430,6214
Odisha,Khordha,2025-07,87,0,87,12479
Odisha,Khordha,2025-09,2191,10288,12479,8793
Odisha,Khordha,2025-10,1204,7589,8793,10467
Odisha,Khordha,2025-11,1633,8834,10467,5245
Odisha,Koraput,2025-09,2655,19659,22314,10786
Odisha,Koraput,2025-10,916,9870,10786,8826
Odisha,Koraput,2025-11,893,7933,8826,3753
Odisha,Malkangiri,2025-09,1900,7046,8946,7137
Odisha,Malkangiri,2025-10,430,6707,7137,4775
Odisha,Malkangiri,2025-11,554,4221,4775,1649
Odisha,Mayurbhanj,2025-09,4412,21446,25858,19064
Odisha,Mayurbhanj,2025-10,1869,17195,19064,17977
Odisha,Mayurbhanj,2025-11,1979,15998,17977,5912
Odisha,Nabarangapur,2025-04,276,1814,2090,21269
Odisha,Nabarangapur,2025-09,3327,17942,21269,11757
Odisha,Nabarangapur,2025-10,1355,10402,11757,9862
Odisha,Nabarangapur,2025-11,1194,8668,9862,3192
Odisha,Nayagarh,2025-09,1114,8335,9449,5654
Odisha,Nayagarh,2025-10,531,5123,5654,5614
Odisha,Nayagarh,2025-11,620,4994,5614,2341
Odisha,Nuapada,2025-09,1198,9639,10837,7005
Odisha,Nuapada,2025-10,436,6569,7005,4632
Odisha,Nuapada,2025-11,422,4210,4632,2347
Odisha,Puri,2025-09,1629,10516,12145,7695
Odisha,Puri,2025-10,786,6909,7695,10290
Odisha,Puri,2025-11,1137,9153,10290,3866
Odisha,Rayagada,2025-09,2005,10644,12649,8373
Odisha,Rayagada,2025-10,611,7762,8373,6853
Odisha,Rayagada,2025-11,726,6127,6853,1924
Odisha,Sambalpur,2025-09,1084,7870,8954,6857
Odisha,Sambalpur,2025-10,556,6301,6857,6741
Odisha,Sambalpur,2025-11,728,6013,6741,3109
Odisha,Subarnapur,2025-09,1044,5434,6478,4667
Odisha,Subarnapur,2025-10,402,4265,4667,4283
Odisha,Subarnapur,2025-11,449,3834,4283,1352
Odisha,Sundargarh,2025-09,2362,11353,13715,8393
Odisha,Sundargarh,2025-10,943,7450,8393,7842
Odisha,Sundargarh,2025-11,1154,6688,7842,3549
Puducherry,Karaikal,2025-09,241,2614,2855,992
Puducherry,Karaikal,2025-10,141,851,992,2162
Puducherry,Karaikal,2025-11,177,1985,2162,478
Puducherry,Puducherry,2025-09,989,8513,9502,4251
Puducherry,Puducherry,2025-10,489,3762,4251,7863
Puducherry,Puducherry,2025-11,851,7012,7863,2502
Puducherry,Yanam,2025-09,14,45,59,17
Puducherry,Yanam,2025-10,7,10,17,17
Puducherry,Yanam,2025-11,7,10,17,21
Punjab,Amritsar,2025-03,49,0,49,7657
Punjab,Amritsar,2025-04,1222,6435,7657,12697
Punjab,Amritsar,2025-05,974,11723,12697,32904
Punjab,Amritsar,2025-07,3434,29470,32904,22287
Punjab,Amritsar,2025-09,2451,19836,22287,13851
Punjab,Amritsar,2025-10,1142,12709,13851,21649
Punjab,Amritsar,2025-11,2041,19608,21649,5477
Punjab,Barnala,2025-09,384,3432,3816,2964
Punjab,Barnala,2025-10,243,2721,2964,3997
Punjab,Barnala,2025-11,337,3660,3997,1015
Punjab,Bathinda,2025-09,1168,13254,14422,8841
Punjab,Bathinda,2025-10,573,8268,8841,11612
Punjab,Bathinda,2025-11,861,10751,11612,3314
Punjab,Faridkot,2025-09,407,4407,4814,2721
Punjab,Faridkot,2025-10,146,2575,2721,4527
Punjab,Faridkot,2025-11,289,4238,4527,1429
Punjab,Fatehgarh Sahib,2025-09,461,4388,4849,2870
Punjab,Fatehgarh Sahib,2025-10,243,2627,2870,4894
Punjab,Fatehgarh Sahib,2025-11,328,4566,4894,967
Punjab,Fazilka,2025-09,978,9711,10689,5905
Punjab,Fazilka,2025-10,375,5530,5905,6005
Punjab,Fazilka,2025-11,475,5530,6005,2126
Punjab,Ferozepur,2025-09,682,6986,7668,3597
Punjab,Ferozepur,2025-10,282,3315,3597,5149
Punjab,Ferozepur,2025-11,407,4742,5149,1212
Punjab,Firozpur,2025-09,241,1457,1698,456
Punjab,Firozpur,2025-10,57,399,456,593
Punjab,Firozpur,2025-11,96,497,593,239
Punjab,Gurdaspur,2025-04,318,4273,4591,3942
Punjab,Gurdaspur,2025-05,294,3648,3942,7415
Punjab,Gurdaspur,2025-07,658,6757,7415,17778
Punjab,Gurdaspur,2025-09,1673,16105,17778,9048
Punjab,Gurdaspur,2025-10,879,8169,9048,12158
Punjab,Gurdaspur,2025-11,1385,10773,12158,3786
Punjab,Hoshiarpur,2025-04,336,3446,3782,3802
Punjab,Hoshiarpur,2025-05,263,3539,3802,8166
Punjab,Hoshiarpur,2025-06,626,7540,8166,4794
Punjab,Hoshiarpur,2025-07,365,4429,4794,9961
Punjab,Hoshiarpur,2025-09,1123,8838,9961,5198
Punjab,Hoshiarpur,2025-10,579,4619,5198,8275
Punjab,Hoshiarpur,2025-11,1055,7220,8275,2958
Punjab,Jalandhar,2025-09,1708,12994,14702,10004
Punjab,Jalandhar,2025-10,1100,8904,10004,13990
Punjab,Jalandhar,2025-11,1417,12573,13990,3852
Punjab,Kapurthala,2025-04,672,2919,3591,3248
Punjab,Kapurthala,2025-05,396,2852,3248,3103
Punjab,Kapurthala,2025-06,317,2786,3103,3556
Punjab,Kapurthala,2025-07,575,2981,3556,5379
Punjab,Kapurthala,2025-09,596,4783,5379,3427
Punjab,Kapurthala,2025-10,364,3063,3427,5465
Punjab,Kapurthala,2025-11,830,4635,5465,1962
Punjab,Ludhiana,2025-03,131,0,131,19613
Punjab,Ludhiana,2025-04,2759,16854,19613,13484
Punjab,Ludhiana,2025-05,1383,12101,13484,13367
Punjab,Ludhiana,2025-06,1830,11537,13367,27290
Punjab,Ludhiana,2025-07,4005,23285,27290,26990
Punjab,Ludhiana,2025-09,3483,23507,26990,18008
Punjab,Ludhiana,2025-10,1799,16209,18008,29610
Punjab,Ludhiana,2025-11,3045,26565,29610,8124
Punjab,Malerkotla,2025-09,373,2483,2856,1433
Punjab,Malerkotla,2025-10,209,1224,1433,3113
Punjab,Malerkotla,2025-11,320,2793,3113,771
Punjab,Mansa,2025-09,505,6550,7055,5530
Punjab,Mansa,2025-10,246,5284,5530,5921
Punjab,Mansa,2025-11,343,5578,5921,962
Punjab,Moga,2025-09,741,6689,7430,4016
Punjab,Moga,2025-10,292,3724,4016,4847
Punjab,Moga,2025-11,481,4366,4847,1507
Punjab,Pathankot,2025-09,408,3415,3823,2191
Punjab,Pathankot,2025-10,187,2004,2191,3778
Punjab,Pathankot,2025-11,417,3361,3778,1208
Punjab,Patiala,2025-05,604,8062,8666,11287
Punjab,Patiala,2025-07,1021,10266,11287,16828
Punjab,Patiala,2025-09,1646,15182,16828,11183
Punjab,Patiala,2025-10,780,10403,11183,15990
Punjab,Patiala,2025-11,1026,14964,15990,4176
Punjab,Rupnagar,2025-09,527,4165,4692,1807
Punjab,Rupnagar,2025-10,201,1606,1807,4312
Punjab,Rupnagar,2025-11,511,3801,4312,1055
